Year,Quarter,Period,Region,Condition,Referrals,Avg_Wait_Weeks,Inpatient_Count,Bed_Days,Treatment_Completion_Rate,Staff_Vacancy_Rate,Year_Quarter_Num
2020,Q1,2020 Q1,East of England,PTSD,168,4.0,18,691,0.687,0.109,2020.0
2020,Q1,2020 Q1,East of England,Eating Disorders,111,4.9,11,269,0.718,0.109,2020.0
2020,Q1,2020 Q1,East of England,Personality Disorders,138,7.5,15,577,0.673,0.083,2020.0
2020,Q1,2020 Q1,East of England,ADHD,220,7.6,26,982,0.656,0.117,2020.0
2020,Q2,2020 Q2,London,Depression,1015,10.1,130,5511,0.733,0.104,2020.25
2020,Q2,2020 Q2,London,Anxiety Disorders,781,7.9,85,2236,0.689,0.095,2020.25
2020,Q2,2020 Q2,London,Bipolar Disorder,240,7.9,26,758,0.664,0.086,2020.25
2020,Q2,2020 Q2,London,Schizophrenia/Psychosis,183,3.1,24,847,0.738,0.112,2020.25
2020,Q2,2020 Q2,London,PTSD,369,8.6,43,924,0.736,0.107,2020.25
2020,Q2,2020 Q2,London,Eating Disorders,216,3.9,26,832,0.75,0.115,2020.25
2020,Q2,2020 Q2,London,Personality Disorders,256,6.3,32,874,0.734,0.087,2020.25
2020,Q2,2020 Q2,London,ADHD,415,7.7,50,1689,0.711,0.098,2020.25
2020,Q2,2020 Q2,South East,Depression,639,11.0,85,2804,0.716,0.108,2020.25
2020,Q2,2020 Q2,South East,Anxiety Disorders,535,5.9,59,1642,0.725,0.118,2020.25
2020,Q2,2020 Q2,South East,Bipolar Disorder,154,9.7,16,393,0.708,0.107,2020.25
2020,Q2,2020 Q2,South East,Schizophrenia/Psychosis,120,5.2,15,286,0.707,0.078,2020.25
2020,Q2,2020 Q2,South East,PTSD,245,2.9,26,497,0.683,0.113,2020.25
2020,Q2,2020 Q2,South East,Eating Disorders,152,4.5,19,213,0.741,0.102,2020.25
2020,Q2,2020 Q2,South East,Personality Disorders,185,10.7,18,395,0.714,0.092,2020.25
2020,Q2,2020 Q2,South East,ADHD,296,7.0,35,745,0.716,0.081,2020.25
2020,Q2,2020 Q2,South West,Depression,446,10.7,55,2370,0.72,0.11,2020.25
2020,Q2,2020 Q2,South West,Anxiety Disorders,363,6.0,38,1462,0.658,0.091,2020.25
2020,Q2,2020 Q2,South West,Bipolar Disorder,115,8.4,13,434,0.696,0.084,2020.25
2020,Q2,2020 Q2,South West,Schizophrenia/Psychosis,76,3.9,8,215,0.712,0.107,2020.25
2020,Q2,2020 Q2,South West,PTSD,169,6.5,19,619,0.716,0.109,2020.25
2020,Q2,2020 Q2,South West,Eating Disorders,88,8.9,10,255,0.709,0.102,2020.25
2020,Q2,2020 Q2,South West,Personality Disorders,119,2.5,12,223,0.654,0.111,2020.25
2020,Q2,2020 Q2,South West,ADHD,182,1.3,24,704,0.678,0.095,2020.25
2020,Q2,2020 Q2,Midlands,Depression,840,5.1,109,3402,0.698,0.097,2020.25
2020,Q2,2020 Q2,Midlands,Anxiety Disorders,640,6.5,76,1897,0.696,0.107,2020.25
2020,Q2,2020 Q2,Midlands,Bipolar Disorder,206,6.9,22,422,0.727,0.104,2020.25
2020,Q2,2020 Q2,Midlands,Schizophrenia/Psychosis,152,3.6,16,333,0.743,0.088,2020.25
2020,Q2,2020 Q2,Midlands,PTSD,273,5.2,35,1419,0.659,0.098,2020.25
2020,Q2,2020 Q2,Midlands,Eating Disorders,157,6.3,18,341,0.687,0.114,2020.25
2020,Q2,2020 Q2,Midlands,Personality Disorders,209,6.6,25,717,0.746,0.08,2020.25
2020,Q2,2020 Q2,Midlands,ADHD,335,8.2,46,949,0.678,0.104,2020.25
2020,Q2,2020 Q2,North West,Depression,587,2.7,80,3785,0.713,0.092,2020.25
2020,Q2,2020 Q2,North West,Anxiety Disorders,496,4.9,55,1301,0.737,0.1,2020.25
2020,Q2,2020 Q2,North West,Bipolar Disorder,154,5.3,19,555,0.706,0.081,2020.25
2020,Q2,2020 Q2,North West,Schizophrenia/Psychosis,109,2.8,14,385,0.737,0.105,2020.25
2020,Q2,2020 Q2,North West,PTSD,219,10.4,26,512,0.658,0.099,2020.25
2020,Q2,2020 Q2,North West,Eating Disorders,138,4.4,17,467,0.672,0.088,2020.25
2020,Q2,2020 Q2,North West,Personality Disorders,166,8.9,20,437,0.672,0.113,2020.25
2020,Q2,2020 Q2,North West,ADHD,280,5.1,33,1059,0.75,0.109,2020.25
2020,Q2,2020 Q2,North East & Yorkshire,Depression,529,5.8,71,1570,0.706,0.098,2020.25
2020,Q2,2020 Q2,North East & Yorkshire,Anxiety Disorders,460,8.6,53,1698,0.73,0.117,2020.25
2020,Q2,2020 Q2,North East & Yorkshire,Bipolar Disorder,136,1.4,17,503,0.71,0.103,2020.25
2020,Q2,2020 Q2,North East & Yorkshire,Schizophrenia/Psychosis,107,7.9,12,317,0.668,0.106,2020.25
2020,Q2,2020 Q2,North East & Yorkshire,PTSD,214,8.1,28,688,0.68,0.117,2020.25
2020,Q2,2020 Q2,North East & Yorkshire,Eating Disorders,115,4.6,15,358,0.717,0.084,2020.25
2020,Q2,2020 Q2,North East & Yorkshire,Personality Disorders,162,4.2,21,622,0.732,0.098,2020.25
2020,Q2,2020 Q2,North East & Yorkshire,ADHD,263,6.7,33,912,0.715,0.085,2020.25
2020,Q2,2020 Q2,East of England,Depression,374,3.0,38,986,0.708,0.099,2020.25
2020,Q2,2020 Q2,East of England,Anxiety Disorders,312,4.0,41,1343,0.734,0.1,2020.25
2020,Q2,2020 Q2,East of England,Bipolar Disorder,91,5.2,11,135,0.698,0.092,2020.25
2020,Q2,2020 Q2,East of England,Schizophrenia/Psychosis,62,4.8,6,215,0.723,0.111,2020.25
2020,Q2,2020 Q2,East of England,PTSD,117,4.6,13,321,0.697,0.108,2020.25
2020,Q2,2020 Q2,East of England,Eating Disorders,77,2.2,10,379,0.699,0.117,2020.25
2020,Q2,2020 Q2,East of England,Personality Disorders,102,6.9,11,238,0.721,0.081,2020.25
2020,Q2,2020 Q2,East of England,ADHD,143,5.0,18,579,0.68,0.104,2020.25
2020,Q3,2020 Q3,London,Depression,1402,1.7,153,4438,0.655,0.09,2020.5
2020,Q3,2020 Q3,London,Anxiety Disorders,1194,8.3,150,5000,0.678,0.114,2020.5
2020,Q3,2020 Q3,London,Bipolar Disorder,349,4.1,41,1197,0.698,0.113,2020.5
2020,Q3,2020 Q3,London,Schizophrenia/Psychosis,244,7.1,25,687,0.694,0.08,2020.5
2020,Q3,2020 Q3,London,PTSD,504,5.9,66,2070,0.681,0.114,2020.5
2020,Q3,2020 Q3,London,Eating Disorders,303,8.7,33,784,0.739,0.083,2020.5
2020,Q3,2020 Q3,London,Personality Disorders,401,4.2,44,1264,0.653,0.097,2020.5
2020,Q3,2020 Q3,London,ADHD,564,2.5,63,2156,0.726,0.08,2020.5
2020,Q3,2020 Q3,South East,Depression,987,7.6,121,4258,0.741,0.085,2020.5
2020,Q3,2020 Q3,South East,Anxiety Disorders,741,8.3,76,1733,0.71,0.118,2020.5
2020,Q3,2020 Q3,South East,Bipolar Disorder,245,4.7,32,905,0.712,0.083,2020.5
2020,Q3,2020 Q3,South East,Schizophrenia/Psychosis,154,7.2,20,662,0.74,0.101,2020.5
2020,Q3,2020 Q3,South East,PTSD,332,2.0,39,877,0.729,0.102,2020.5
2020,Q3,2020 Q3,South East,Eating Disorders,211,11.8,26,496,0.711,0.106,2020.5
2020,Q3,2020 Q3,South East,Personality Disorders,253,4.1,29,818,0.701,0.104,2020.5
2020,Q3,2020 Q3,South East,ADHD,426,10.2,51,1677,0.715,0.081,2020.5
2020,Q3,2020 Q3,South West,Depression,593,4.9,61,630,0.666,0.089,2020.5
2020,Q3,2020 Q3,South West,Anxiety Disorders,569,5.4,62,710,0.713,0.089,2020.5
2020,Q3,2020 Q3,South West,Bipolar Disorder,147,5.5,15,420,0.674,0.079,2020.5
2020,Q3,2020 Q3,South West,Schizophrenia/Psychosis,103,8.7,12,280,0.703,0.09,2020.5
2020,Q3,2020 Q3,South West,PTSD,236,4.1,29,766,0.663,0.092,2020.5
2020,Q3,2020 Q3,South West,Eating Disorders,132,6.0,16,585,0.751,0.083,2020.5
2020,Q3,2020 Q3,South West,Personality Disorders,170,2.6,19,249,0.743,0.107,2020.5
2020,Q3,2020 Q3,South West,ADHD,269,8.3,36,851,0.734,0.078,2020.5
2020,Q3,2020 Q3,Midlands,Depression,1137,6.4,144,3323,0.663,0.093,2020.5
2020,Q3,2020 Q3,Midlands,Anxiety Disorders,947,3.8,110,2809,0.727,0.081,2020.5
2020,Q3,2020 Q3,Midlands,Bipolar Disorder,259,7.3,32,852,0.72,0.092,2020.5
2020,Q3,2020 Q3,Midlands,Schizophrenia/Psychosis,201,6.5,26,885,0.724,0.083,2020.5
2020,Q3,2020 Q3,Midlands,PTSD,423,6.1,45,991,0.653,0.095,2020.5
2020,Q3,2020 Q3,Midlands,Eating Disorders,230,12.7,23,554,0.664,0.1,2020.5
2020,Q3,2020 Q3,Midlands,Personality Disorders,310,8.1,41,1570,0.721,0.095,2020.5
2020,Q3,2020 Q3,Midlands,ADHD,490,3.6,63,1212,0.697,0.11,2020.5
2020,Q3,2020 Q3,North West,Depression,910,1.5,111,2492,0.689,0.102,2020.5
2020,Q3,2020 Q3,North West,Anxiety Disorders,766,3.5,82,3268,0.695,0.084,2020.5
2020,Q3,2020 Q3,North West,Bipolar Disorder,229,3.6,23,564,0.717,0.103,2020.5
2020,Q3,2020 Q3,North West,Schizophrenia/Psychosis,150,5.6,16,356,0.72,0.102,2020.5
2020,Q3,2020 Q3,North West,PTSD,302,10.7,32,777,0.701,0.079,2020.5
2020,Q3,2020 Q3,North West,Eating Disorders,185,5.7,19,594,0.655,0.094,2020.5
2020,Q3,2020 Q3,North West,Personality Disorders,233,1.5,31,779,0.664,0.116,2020.5
2020,Q3,2020 Q3,North West,ADHD,359,6.6,47,1655,0.75,0.09,2020.5
2020,Q3,2020 Q3,North East & Yorkshire,Depression,862,2.2,98,1578,0.706,0.084,2020.5
2020,Q3,2020 Q3,North East & Yorkshire,Anxiety Disorders,694,9.9,91,2730,0.696,0.09,2020.5
2020,Q3,2020 Q3,North East & Yorkshire,Bipolar Disorder,193,2.8,26,548,0.708,0.092,2020.5
2020,Q3,2020 Q3,North East & Yorkshire,Schizophrenia/Psychosis,145,5.6,18,344,0.701,0.094,2020.5
2020,Q3,2020 Q3,North East & Yorkshire,PTSD,309,6.7,37,1302,0.714,0.086,2020.5
2020,Q3,2020 Q3,North East & Yorkshire,Eating Disorders,169,5.9,20,469,0.675,0.117,2020.5
2020,Q3,2020 Q3,North East & Yorkshire,Personality Disorders,244,6.7,32,1348,0.665,0.11,2020.5
2020,Q3,2020 Q3,North East & Yorkshire,ADHD,323,4.3,43,1504,0.746,0.084,2020.5
2020,Q3,2020 Q3,East of England,Depression,491,6.0,65,2023,0.711,0.093,2020.5
2020,Q3,2020 Q3,East of England,Anxiety Disorders,409,7.6,47,1043,0.703,0.098,2020.5
2020,Q3,2020 Q3,East of England,Bipolar Disorder,125,9.0,16,404,0.709,0.116,2020.5
2020,Q3,2020 Q3,East of England,Schizophrenia/Psychosis,84,8.9,11,290,0.658,0.113,2020.5
2020,Q3,2020 Q3,East of England,PTSD,175,11.8,23,679,0.654,0.097,2020.5
2020,Q3,2020 Q3,East of England,Eating Disorders,109,8.4,11,404,0.682,0.092,2020.5
2020,Q3,2020 Q3,East of England,Personality Disorders,148,3.8,20,450,0.653,0.118,2020.5
2020,Q3,2020 Q3,East of England,ADHD,218,4.7,22,766,0.726,0.111,2020.5
2020,Q4,2020 Q4,London,Depression,1671,7.6,216,5021,0.718,0.109,2020.75
2020,Q4,2020 Q4,London,Anxiety Disorders,1455,4.6,173,5137,0.66,0.094,2020.75
2020,Q4,2020 Q4,London,Bipolar Disorder,396,6.0,41,968,0.733,0.116,2020.75
2020,Q4,2020 Q4,London,Schizophrenia/Psychosis,267,6.6,30,986,0.66,0.098,2020.75
2020,Q4,2020 Q4,London,PTSD,601,6.1,62,1776,0.692,0.09,2020.75
2020,Q4,2020 Q4,London,Eating Disorders,330,8.7,44,1010,0.693,0.114,2020.75
2020,Q4,2020 Q4,London,Personality Disorders,446,2.6,55,1481,0.75,0.102,2020.75
2020,Q4,2020 Q4,London,ADHD,673,4.4,90,2761,0.702,0.096,2020.75
2020,Q4,2020 Q4,South East,Depression,1112,4.9,140,4131,0.676,0.107,2020.75
2020,Q4,2020 Q4,South East,Anxiety Disorders,988,7.1,119,4635,0.666,0.109,2020.75
2020,Q4,2020 Q4,South East,Bipolar Disorder,264,1.9,28,777,0.715,0.08,2020.75
2020,Q4,2020 Q4,South East,Schizophrenia/Psychosis,203,4.9,22,618,0.723,0.081,2020.75
2020,Q4,2020 Q4,South East,PTSD,413,4.4,43,1591,0.688,0.089,2020.75
2020,Q4,2020 Q4,South East,Eating Disorders,247,9.1,33,748,0.695,0.114,2020.75
2020,Q4,2020 Q4,South East,Personality Disorders,307,6.3,35,1534,0.715,0.106,2020.75
2020,Q4,2020 Q4,South East,ADHD,432,7.8,54,1159,0.749,0.108,2020.75
2020,Q4,2020 Q4,South West,Depression,784,3.4,82,2990,0.73,0.104,2020.75
2020,Q4,2020 Q4,South West,Anxiety Disorders,581,7.0,69,1863,0.695,0.096,2020.75
2020,Q4,2020 Q4,South West,Bipolar Disorder,174,2.5,18,300,0.729,0.095,2020.75
2020,Q4,2020 Q4,South West,Schizophrenia/Psychosis,137,5.0,17,541,0.699,0.113,2020.75
2020,Q4,2020 Q4,South West,PTSD,249,8.4,28,1142,0.666,0.104,2020.75
2020,Q4,2020 Q4,South West,Eating Disorders,162,8.7,18,306,0.723,0.086,2020.75
2020,Q4,2020 Q4,South West,Personality Disorders,222,3.8,23,384,0.663,0.099,2020.75
2020,Q4,2020 Q4,South West,ADHD,301,2.2,30,567,0.664,0.095,2020.75
2020,Q4,2020 Q4,Midlands,Depression,1315,7.9,162,1412,0.653,0.097,2020.75
2020,Q4,2020 Q4,Midlands,Anxiety Disorders,1212,11.0,137,4073,0.729,0.109,2020.75
2020,Q4,2020 Q4,Midlands,Bipolar Disorder,330,5.4,36,1063,0.654,0.09,2020.75
2020,Q4,2020 Q4,Midlands,Schizophrenia/Psychosis,245,1.0,28,841,0.652,0.09,2020.75
2020,Q4,2020 Q4,Midlands,PTSD,481,7.7,56,1871,0.692,0.09,2020.75
2020,Q4,2020 Q4,Midlands,Eating Disorders,262,4.1,31,670,0.727,0.097,2020.75
2020,Q4,2020 Q4,Midlands,Personality Disorders,349,7.3,36,1022,0.689,0.087,2020.75
2020,Q4,2020 Q4,Midlands,ADHD,536,6.8,69,1383,0.71,0.084,2020.75
2020,Q4,2020 Q4,North West,Depression,1074,2.8,135,5484,0.678,0.092,2020.75
2020,Q4,2020 Q4,North West,Anxiety Disorders,936,5.3,125,1664,0.723,0.08,2020.75
2020,Q4,2020 Q4,North West,Bipolar Disorder,241,3.3,32,856,0.705,0.088,2020.75
2020,Q4,2020 Q4,North West,Schizophrenia/Psychosis,182,4.7,20,595,0.733,0.096,2020.75
2020,Q4,2020 Q4,North West,PTSD,368,4.6,39,1066,0.697,0.086,2020.75
2020,Q4,2020 Q4,North West,Eating Disorders,203,7.1,22,681,0.748,0.086,2020.75
2020,Q4,2020 Q4,North West,Personality Disorders,313,6.1,34,1042,0.696,0.102,2020.75
2020,Q4,2020 Q4,North West,ADHD,408,6.4,44,1246,0.731,0.114,2020.75
2020,Q4,2020 Q4,North East & Yorkshire,Depression,1018,6.1,139,4528,0.728,0.084,2020.75
2020,Q4,2020 Q4,North East & Yorkshire,Anxiety Disorders,811,3.6,101,3499,0.719,0.085,2020.75
2020,Q4,2020 Q4,North East & Yorkshire,Bipolar Disorder,240,6.0,24,971,0.653,0.092,2020.75
2020,Q4,2020 Q4,North East & Yorkshire,Schizophrenia/Psychosis,181,7.6,19,339,0.684,0.112,2020.75
2020,Q4,2020 Q4,North East & Yorkshire,PTSD,351,5.6,36,756,0.7,0.104,2020.75
2020,Q4,2020 Q4,North East & Yorkshire,Eating Disorders,191,4.1,25,386,0.751,0.08,2020.75
2020,Q4,2020 Q4,North East & Yorkshire,Personality Disorders,282,2.6,36,546,0.744,0.116,2020.75
2020,Q4,2020 Q4,North East & Yorkshire,ADHD,412,9.0,45,1046,0.708,0.092,2020.75
2020,Q4,2020 Q4,East of England,Depression,599,4.2,80,1857,0.662,0.098,2020.75
2020,Q4,2020 Q4,East of England,Anxiety Disorders,479,6.5,53,1403,0.747,0.101,2020.75
2020,Q4,2020 Q4,East of England,Bipolar Disorder,144,7.4,18,883,0.68,0.092,2020.75
2020,Q4,2020 Q4,East of England,Schizophrenia/Psychosis,111,9.5,13,321,0.702,0.086,2020.75
2020,Q4,2020 Q4,East of England,PTSD,212,4.6,28,554,0.673,0.081,2020.75
2020,Q4,2020 Q4,East of England,Eating Disorders,116,6.0,13,437,0.733,0.111,2020.75
2020,Q4,2020 Q4,East of England,Personality Disorders,162,8.6,20,678,0.667,0.113,2020.75
2020,Q4,2020 Q4,East of England,ADHD,252,4.6,26,381,0.665,0.109,2020.75
2021,Q1,2021 Q1,London,Depression,1749,10.0,181,1363,0.731,0.105,2021.0
2021,Q1,2021 Q1,London,Anxiety Disorders,1579,5.7,161,3543,0.707,0.135,2021.0
2021,Q1,2021 Q1,London,Bipolar Disorder,454,11.3,60,2073,0.676,0.108,2021.0
2021,Q1,2021 Q1,London,Schizophrenia/Psychosis,330,10.5,35,1142,0.671,0.132,2021.0
2021,Q1,2021 Q1,London,PTSD,712,11.9,89,1267,0.642,0.118,2021.0
2021,Q1,2021 Q1,London,Eating Disorders,421,9.5,51,1195,0.729,0.098,2021.0
2021,Q1,2021 Q1,London,Personality Disorders,522,4.3,66,2266,0.71,0.1,2021.0
2021,Q1,2021 Q1,London,ADHD,816,2.5,110,3218,0.717,0.124,2021.0
2021,Q1,2021 Q1,South East,Depression,1341,10.3,170,4659,0.707,0.13,2021.0
2021,Q1,2021 Q1,South East,Anxiety Disorders,1071,7.0,122,3943,0.668,0.135,2021.0
2021,Q1,2021 Q1,South East,Bipolar Disorder,342,10.9,41,1455,0.729,0.116,2021.0
2021,Q1,2021 Q1,South East,Schizophrenia/Psychosis,227,9.4,29,687,0.672,0.097,2021.0
2021,Q1,2021 Q1,South East,PTSD,488,8.1,53,1676,0.704,0.129,2021.0
2021,Q1,2021 Q1,South East,Eating Disorders,279,12.8,37,1047,0.652,0.128,2021.0
2021,Q1,2021 Q1,South East,Personality Disorders,373,5.8,49,1262,0.65,0.108,2021.0
2021,Q1,2021 Q1,South East,ADHD,537,9.2,70,2413,0.659,0.121,2021.0
2021,Q1,2021 Q1,South West,Depression,874,8.0,98,2242,0.665,0.11,2021.0
2021,Q1,2021 Q1,South West,Anxiety Disorders,755,10.8,88,1852,0.641,0.127,2021.0
2021,Q1,2021 Q1,South West,Bipolar Disorder,208,12.3,23,523,0.64,0.111,2021.0
2021,Q1,2021 Q1,South West,Schizophrenia/Psychosis,165,11.3,20,743,0.654,0.113,2021.0
2021,Q1,2021 Q1,South West,PTSD,321,7.1,35,832,0.677,0.135,2021.0
2021,Q1,2021 Q1,South West,Eating Disorders,172,4.5,23,658,0.645,0.112,2021.0
2021,Q1,2021 Q1,South West,Personality Disorders,256,6.2,29,1206,0.674,0.107,2021.0
2021,Q1,2021 Q1,South West,ADHD,352,3.4,39,1052,0.7,0.135,2021.0
2021,Q1,2021 Q1,Midlands,Depression,1581,7.6,166,4894,0.694,0.121,2021.0
2021,Q1,2021 Q1,Midlands,Anxiety Disorders,1365,10.8,169,6102,0.665,0.107,2021.0
2021,Q1,2021 Q1,Midlands,Bipolar Disorder,395,7.3,48,1450,0.704,0.123,2021.0
2021,Q1,2021 Q1,Midlands,Schizophrenia/Psychosis,273,7.9,30,778,0.679,0.134,2021.0
2021,Q1,2021 Q1,Midlands,PTSD,546,6.8,68,2132,0.732,0.1,2021.0
2021,Q1,2021 Q1,Midlands,Eating Disorders,307,5.6,39,1048,0.725,0.113,2021.0
2021,Q1,2021 Q1,Midlands,Personality Disorders,427,12.0,43,1034,0.693,0.121,2021.0
2021,Q1,2021 Q1,Midlands,ADHD,681,9.8,71,1435,0.654,0.131,2021.0
2021,Q1,2021 Q1,North West,Depression,1256,6.1,139,2923,0.64,0.114,2021.0
2021,Q1,2021 Q1,North West,Anxiety Disorders,1075,11.8,112,4029,0.729,0.13,2021.0
2021,Q1,2021 Q1,North West,Bipolar Disorder,317,4.3,39,1156,0.708,0.126,2021.0
2021,Q1,2021 Q1,North West,Schizophrenia/Psychosis,216,7.3,29,668,0.692,0.118,2021.0
2021,Q1,2021 Q1,North West,PTSD,416,9.8,52,1343,0.713,0.114,2021.0
2021,Q1,2021 Q1,North West,Eating Disorders,264,9.9,30,595,0.678,0.122,2021.0
2021,Q1,2021 Q1,North West,Personality Disorders,369,6.6,37,511,0.664,0.116,2021.0
2021,Q1,2021 Q1,North West,ADHD,481,9.8,50,1393,0.71,0.112,2021.0
2021,Q1,2021 Q1,North East & Yorkshire,Depression,1151,6.1,124,2983,0.641,0.103,2021.0
2021,Q1,2021 Q1,North East & Yorkshire,Anxiety Disorders,988,8.1,125,3664,0.645,0.108,2021.0
2021,Q1,2021 Q1,North East & Yorkshire,Bipolar Disorder,272,8.0,32,471,0.67,0.11,2021.0
2021,Q1,2021 Q1,North East & Yorkshire,Schizophrenia/Psychosis,211,6.1,28,1009,0.729,0.109,2021.0
2021,Q1,2021 Q1,North East & Yorkshire,PTSD,391,9.6,52,1459,0.644,0.112,2021.0
2021,Q1,2021 Q1,North East & Yorkshire,Eating Disorders,242,4.3,32,899,0.702,0.13,2021.0
2021,Q1,2021 Q1,North East & Yorkshire,Personality Disorders,339,6.8,42,1710,0.65,0.123,2021.0
2021,Q1,2021 Q1,North East & Yorkshire,ADHD,456,5.2,48,1629,0.651,0.096,2021.0
2021,Q1,2021 Q1,East of England,Depression,715,8.1,77,3230,0.642,0.097,2021.0
2021,Q1,2021 Q1,East of England,Anxiety Disorders,561,7.1,64,2009,0.645,0.105,2021.0
2021,Q1,2021 Q1,East of England,Bipolar Disorder,173,4.3,18,590,0.673,0.105,2021.0
2021,Q1,2021 Q1,East of England,Schizophrenia/Psychosis,117,8.1,14,441,0.676,0.113,2021.0
2021,Q1,2021 Q1,East of England,PTSD,248,10.5,26,947,0.684,0.112,2021.0
2021,Q1,2021 Q1,East of England,Eating Disorders,156,9.2,16,732,0.695,0.101,2021.0
2021,Q1,2021 Q1,East of England,Personality Disorders,192,8.9,21,452,0.673,0.132,2021.0
2021,Q1,2021 Q1,East of England,ADHD,282,1.1,28,842,0.713,0.099,2021.0
2021,Q2,2021 Q2,London,Depression,2033,13.4,257,9166,0.659,0.096,2021.25
2021,Q2,2021 Q2,London,Anxiety Disorders,1812,11.4,238,6915,0.718,0.115,2021.25
2021,Q2,2021 Q2,London,Bipolar Disorder,496,7.7,53,2090,0.719,0.131,2021.25
2021,Q2,2021 Q2,London,Schizophrenia/Psychosis,362,7.8,47,1053,0.724,0.104,2021.25
2021,Q2,2021 Q2,London,PTSD,678,7.6,82,2913,0.731,0.099,2021.25
2021,Q2,2021 Q2,London,Eating Disorders,447,7.8,58,1316,0.677,0.136,2021.25
2021,Q2,2021 Q2,London,Personality Disorders,588,5.6,67,1506,0.671,0.099,2021.25
2021,Q2,2021 Q2,London,ADHD,856,12.7,107,2753,0.705,0.096,2021.25
2021,Q2,2021 Q2,South East,Depression,1329,7.8,135,6058,0.714,0.127,2021.25
2021,Q2,2021 Q2,South East,Anxiety Disorders,1202,11.8,155,4854,0.714,0.117,2021.25
2021,Q2,2021 Q2,South East,Bipolar Disorder,328,11.0,42,1688,0.651,0.104,2021.25
2021,Q2,2021 Q2,South East,Schizophrenia/Psychosis,264,9.2,34,1011,0.694,0.122,2021.25
2021,Q2,2021 Q2,South East,PTSD,528,13.0,56,2065,0.681,0.125,2021.25
2021,Q2,2021 Q2,South East,Eating Disorders,287,6.7,31,618,0.655,0.113,2021.25
2021,Q2,2021 Q2,South East,Personality Disorders,423,4.9,44,1242,0.704,0.111,2021.25
2021,Q2,2021 Q2,South East,ADHD,627,11.1,70,2294,0.703,0.107,2021.25
2021,Q2,2021 Q2,South West,Depression,993,4.2,110,4052,0.653,0.124,2021.25
2021,Q2,2021 Q2,South West,Anxiety Disorders,759,4.0,95,3129,0.715,0.127,2021.25
2021,Q2,2021 Q2,South West,Bipolar Disorder,241,5.4,28,1105,0.637,0.106,2021.25
2021,Q2,2021 Q2,South West,Schizophrenia/Psychosis,153,7.0,18,574,0.638,0.123,2021.25
2021,Q2,2021 Q2,South West,PTSD,322,9.5,44,1129,0.717,0.13,2021.25
2021,Q2,2021 Q2,South West,Eating Disorders,190,6.0,20,580,0.734,0.109,2021.25
2021,Q2,2021 Q2,South West,Personality Disorders,275,8.7,37,1129,0.658,0.098,2021.25
2021,Q2,2021 Q2,South West,ADHD,392,10.8,47,1091,0.665,0.122,2021.25
2021,Q2,2021 Q2,Midlands,Depression,1599,11.1,165,5451,0.718,0.121,2021.25
2021,Q2,2021 Q2,Midlands,Anxiety Disorders,1446,10.2,178,5454,0.692,0.136,2021.25
2021,Q2,2021 Q2,Midlands,Bipolar Disorder,434,12.2,50,1203,0.657,0.12,2021.25
2021,Q2,2021 Q2,Midlands,Schizophrenia/Psychosis,318,7.3,38,1234,0.655,0.136,2021.25
2021,Q2,2021 Q2,Midlands,PTSD,642,10.6,82,2656,0.693,0.098,2021.25
2021,Q2,2021 Q2,Midlands,Eating Disorders,355,10.8,40,1494,0.728,0.103,2021.25
2021,Q2,2021 Q2,Midlands,Personality Disorders,477,10.6,59,2160,0.662,0.102,2021.25
2021,Q2,2021 Q2,Midlands,ADHD,731,4.8,93,2881,0.68,0.123,2021.25
2021,Q2,2021 Q2,North West,Depression,1369,9.1,174,6724,0.718,0.128,2021.25
2021,Q2,2021 Q2,North West,Anxiety Disorders,1195,5.3,139,7296,0.649,0.119,2021.25
2021,Q2,2021 Q2,North West,Bipolar Disorder,313,8.2,38,1296,0.669,0.098,2021.25
2021,Q2,2021 Q2,North West,Schizophrenia/Psychosis,214,5.8,26,697,0.722,0.131,2021.25
2021,Q2,2021 Q2,North West,PTSD,475,8.9,63,1592,0.654,0.125,2021.25
2021,Q2,2021 Q2,North West,Eating Disorders,268,8.5,31,886,0.719,0.098,2021.25
2021,Q2,2021 Q2,North West,Personality Disorders,361,8.7,49,1492,0.643,0.111,2021.25
2021,Q2,2021 Q2,North West,ADHD,518,6.2,61,1364,0.661,0.1,2021.25
2021,Q2,2021 Q2,North East & Yorkshire,Depression,1142,3.5,149,3620,0.667,0.108,2021.25
2021,Q2,2021 Q2,North East & Yorkshire,Anxiety Disorders,989,6.8,113,2639,0.701,0.099,2021.25
2021,Q2,2021 Q2,North East & Yorkshire,Bipolar Disorder,287,6.9,32,981,0.72,0.102,2021.25
2021,Q2,2021 Q2,North East & Yorkshire,Schizophrenia/Psychosis,201,3.0,24,643,0.714,0.101,2021.25
2021,Q2,2021 Q2,North East & Yorkshire,PTSD,436,4.9,54,1519,0.661,0.116,2021.25
2021,Q2,2021 Q2,North East & Yorkshire,Eating Disorders,241,3.1,31,770,0.64,0.113,2021.25
2021,Q2,2021 Q2,North East & Yorkshire,Personality Disorders,342,9.2,43,1768,0.712,0.13,2021.25
2021,Q2,2021 Q2,North East & Yorkshire,ADHD,501,10.9,68,1978,0.723,0.111,2021.25
2021,Q2,2021 Q2,East of England,Depression,706,12.1,84,2301,0.682,0.13,2021.25
2021,Q2,2021 Q2,East of England,Anxiety Disorders,622,7.1,70,2550,0.679,0.126,2021.25
